pg_id,pg_name,full_address,locality,nearest_bus_stop,distance_to_bmsit_km,distance_to_bus_stop_km,nearest_metro,distance_to_metro_km,monthly_rent,security_deposit,additional_charges,room_type,furnishing_status,bathroom_type,wifi,food_included,ac,laundry,parking,locality_safety_rating,student_community_present,landlord_responsiveness_rating,food_rating,overall_student_rating,source,verification_link,local_image_path,google_place_id,google_maps_url,image_url,image_source,image_attribution,image_source_url
PG034,Sri Sai PG 33,"Chikka Bommasandra, Bengaluru, Karnataka",Chikka Bommasandra,Yelahanka Police Station,1.7,0.8,Yelahanka Metro (Upcoming),7.5,7500,7500,Maintenance included,Triple,Fully Furnished,Shared,No,No,Yes,No,No,4.1,Yes,4.1,3.6,4.8,MagicBricks,https://maps.google.com/?q=Sri+Sai+PG+33+Chikka+Bommasandra+Yelahanka+Bengaluru,/static/images/pg-listings/34-pg034-sri-sai-pg-33.jpg,,https://www.google.com/maps/search/?api=1&query=Sri+Sai+PG+33+Chikka+Bommasandra%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/34-pg034-sri-sai-pg-33.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG035,Green Nest PG 34,"Bagalur Cross, Bengaluru, Karnataka",Bagalur Cross,CRPF,0.8,0.7,Yelahanka Metro (Upcoming),9.7,12000,12000,No additional charges,Dormitory,Fully Furnished,Attached,Yes,Yes,No,No,Yes,4.9,Yes,3.7,4.5,4.1,MagicBricks,https://maps.google.com/?q=Green+Nest+PG+34+Bagalur+Cross+Yelahanka+Bengaluru,/static/images/pg-listings/35-pg035-green-nest-pg-34.jpg,,https://www.google.com/maps/search/?api=1&query=Green+Nest+PG+34+Bagalur+Cross%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/35-pg035-green-nest-pg-34.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG036,Comfort Stay PG 35,"Avalahalli, Bengaluru, Karnataka",Avalahalli,Aradeshanahalli,6.3,0.2,Yelahanka Metro (Upcoming),6.1,8500,8500,Maintenance included,Single,Fully Furnished,Attached,No,Yes,No,No,No,4.1,Yes,4.2,4.7,3.9,MagicBricks,https://maps.google.com/?q=Comfort+Stay+PG+35+Avalahalli+Yelahanka+Bengaluru,/static/images/pg-listings/36-pg036-comfort-stay-pg-35.jpg,,https://www.google.com/maps/search/?api=1&query=Comfort+Stay+PG+35+Avalahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/36-pg036-comfort-stay-pg-35.jpg,Openverse/flickr,"""My hostel room"" by André de la Gare is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",https://www.flickr.com/photos/22207976@N04/54548742258
PG037,Comfort Stay PG 36,"Rajanukunte, Bengaluru, Karnataka",Rajanukunte,Avalahalli,4.0,0.6,Yelahanka Metro (Upcoming),9.9,9000,9000,Electricity + WiFi extra,Dormitory,Semi Furnished,Shared,No,No,Yes,Yes,Yes,4.7,Yes,3.6,4.8,4.9,JustDial,https://maps.google.com/?q=Comfort+Stay+PG+36+Rajanukunte+Yelahanka+Bengaluru,/static/images/pg-listings/37-pg037-comfort-stay-pg-36.jpg,,https://www.google.com/maps/search/?api=1&query=Comfort+Stay+PG+36+Rajanukunte%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/37-pg037-comfort-stay-pg-36.jpg,Openverse/rawpixel,"This work is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.",https://www.rawpixel.com/image/6068670/free-public-domain-cc0-photo
PG038,Vivek Hostel 37,"Chikka Bommasandra, Bengaluru, Karnataka",Chikka Bommasandra,Aradeshanahalli,2.6,0.5,Yelahanka Metro (Upcoming),4.3,9000,9000,Electricity + WiFi extra,Triple,Semi Furnished,Attached,Yes,Yes,Yes,Yes,No,4.5,No,3.6,3.8,4.0,MagicBricks,https://maps.google.com/?q=Vivek+Hostel+37+Chikka+Bommasandra+Yelahanka+Bengaluru,/static/images/pg-listings/38-pg038-vivek-hostel-37.jpg,,https://www.google.com/maps/search/?api=1&query=Vivek+Hostel+37+Chikka+Bommasandra%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/38-pg038-vivek-hostel-37.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG039,Annapurna PG 38,"Bagalur Cross, Bengaluru, Karnataka",Bagalur Cross,Puttena Halli,1.8,0.8,Yelahanka Metro (Upcoming),4.6,7000,7000,No additional charges,Dormitory,Semi Furnished,Attached,No,Yes,No,Yes,Yes,4.2,Yes,4.5,3.8,4.8,Google Maps,https://maps.google.com/?q=Annapurna+PG+38+Bagalur+Cross+Yelahanka+Bengaluru,/static/images/pg-listings/39-pg039-annapurna-pg-38.jpg,,https://www.google.com/maps/search/?api=1&query=Annapurna+PG+38+Bagalur+Cross%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/39-pg039-annapurna-pg-38.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG040,Lakshmi Residency PG 39,"Yelahanka, Bengaluru, Karnataka",Yelahanka,Wheel And Axle Plant,5.2,0.7,Yelahanka Metro (Upcoming),8.8,9000,9000,Electricity extra,Triple,Semi Furnished,Attached,Yes,Yes,Yes,Yes,Yes,4.4,No,4.4,4.5,4.4,JustDial,https://maps.google.com/?q=Lakshmi+Residency+PG+39+Yelahanka+Yelahanka+Bengaluru,/static/images/pg-listings/40-pg040-lakshmi-residency-pg-39.jpg,,https://www.google.com/maps/search/?api=1&query=Lakshmi+Residency+PG+39+Yelahanka%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/40-pg040-lakshmi-residency-pg-39.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG041,SVR Luxury PG 40,"Avalahalli, Bengaluru, Karnataka",Avalahalli,Singanayakanahalli,3.2,0.6,Yelahanka Metro (Upcoming),5.8,8000,8000,No additional charges,Dormitory,Semi Furnished,Shared,Yes,Yes,No,No,Yes,4.0,Yes,4.3,4.2,4.1,Google Maps,https://maps.google.com/?q=SVR+Luxury+PG+40+Avalahalli+Yelahanka+Bengaluru,/static/images/pg-listings/41-pg041-svr-luxury-pg-40.jpg,,https://www.google.com/maps/search/?api=1&query=SVR+Luxury+PG+40+Avalahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/41-pg041-svr-luxury-pg-40.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG042,Lakshmi Residency PG 41,"Nagenahalli, Bengaluru, Karnataka",Nagenahalli,Aradeshanahalli,5.7,0.7,Yelahanka Metro (Upcoming),6.5,11000,11000,Maintenance included,Triple,Fully Furnished,Shared,No,Yes,No,Yes,Yes,4.0,No,4.2,3.8,4.4,NoBroker,https://maps.google.com/?q=Lakshmi+Residency+PG+41+Nagenahalli+Yelahanka+Bengaluru,/static/images/pg-listings/42-pg042-lakshmi-residency-pg-41.jpg,,https://www.google.com/maps/search/?api=1&query=Lakshmi+Residency+PG+41+Nagenahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/42-pg042-lakshmi-residency-pg-41.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG043,Elite Stay PG 42,"Bagalur Cross, Bengaluru, Karnataka",Bagalur Cross,Singanayakanahalli,3.0,0.3,Yelahanka Metro (Upcoming),7.1,8500,8500,Maintenance included,Double,Fully Furnished,Shared,Yes,Yes,Yes,Yes,Yes,4.1,No,4.2,3.5,3.9,Google Maps,https://maps.google.com/?q=Elite+Stay+PG+42+Bagalur+Cross+Yelahanka+Bengaluru,/static/images/pg-listings/43-pg043-elite-stay-pg-42.jpg,,https://www.google.com/maps/search/?api=1&query=Elite+Stay+PG+42+Bagalur+Cross%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/43-pg043-elite-stay-pg-42.jpg,Openverse/stocksnap,"""Room Beds"" by Jay Mantri is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.",https://stocksnap.io/photo/room-beds-8B828310AC
PG044,Sri Sai PG 43,"Bagalur Cross, Bengaluru, Karnataka",Bagalur Cross,CRPF,4.1,0.2,Yelahanka Metro (Upcoming),8.3,9000,9000,Electricity + WiFi extra,Double,Fully Furnished,Shared,Yes,No,Yes,Yes,No,4.0,No,4.7,3.7,4.4,NoBroker,https://maps.google.com/?q=Sri+Sai+PG+43+Bagalur+Cross+Yelahanka+Bengaluru,/static/images/pg-listings/44-pg044-sri-sai-pg-43.jpg,,https://www.google.com/maps/search/?api=1&query=Sri+Sai+PG+43+Bagalur+Cross%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/44-pg044-sri-sai-pg-43.jpg,Openverse/flickr,"""My hostel room"" by André de la Gare is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",https://www.flickr.com/photos/22207976@N04/54548742258
PG045,Lakshmi Residency PG 44,"Avalahalli, Bengaluru, Karnataka",Avalahalli,GKVK,6.2,0.7,Yelahanka Metro (Upcoming),9.0,7500,7500,Electricity extra,Single,Semi Furnished,Shared,No,Yes,No,Yes,No,3.9,Yes,4.6,4.7,4.2,JustDial,https://maps.google.com/?q=Lakshmi+Residency+PG+44+Avalahalli+Yelahanka+Bengaluru,/static/images/pg-listings/45-pg045-lakshmi-residency-pg-44.jpg,,https://www.google.com/maps/search/?api=1&query=Lakshmi+Residency+PG+44+Avalahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/45-pg045-lakshmi-residency-pg-44.jpg,Openverse/flickr,"""Blue and Red Bedroom, Richard H. Carney House, Sault Ste. Marie, Ontario, Canada"" by Billy Wilson Photography is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",https://www.flickr.com/photos/32132568@N06/54148762577
PG046,Vivek Hostel 45,"Yelahanka, Bengaluru, Karnataka",Yelahanka,Yelahanka NES Office,1.9,0.3,Yelahanka Metro (Upcoming),8.9,8500,8500,Electricity + WiFi extra,Dormitory,Semi Furnished,Shared,Yes,Yes,Yes,Yes,No,4.2,No,4.2,4.2,4.3,Google Maps,https://maps.google.com/?q=Vivek+Hostel+45+Yelahanka+Yelahanka+Bengaluru,/static/images/pg-listings/46-pg046-vivek-hostel-45.jpg,,https://www.google.com/maps/search/?api=1&query=Vivek+Hostel+45+Yelahanka%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/46-pg046-vivek-hostel-45.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG047,SVR Luxury PG 46,"Bagalur Cross, Bengaluru, Karnataka",Bagalur Cross,Aerodrum,0.3,0.7,Yelahanka Metro (Upcoming),7.2,11000,11000,No additional charges,Dormitory,Fully Furnished,Shared,No,Yes,No,Yes,No,4.1,No,4.8,4.3,4.0,JustDial,https://maps.google.com/?q=SVR+Luxury+PG+46+Bagalur+Cross+Yelahanka+Bengaluru,/static/images/pg-listings/47-pg047-svr-luxury-pg-46.jpg,,https://www.google.com/maps/search/?api=1&query=SVR+Luxury+PG+46+Bagalur+Cross%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/47-pg047-svr-luxury-pg-46.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG048,Elite Stay PG 47,"Yelahanka, Bengaluru, Karnataka",Yelahanka,Avalahalli,4.8,0.5,Yelahanka Metro (Upcoming),9.0,7500,7500,Maintenance included,Single,Fully Furnished,Shared,Yes,No,Yes,Yes,No,4.4,Yes,4.3,4.4,4.7,NoBroker,https://maps.google.com/?q=Elite+Stay+PG+47+Yelahanka+Yelahanka+Bengaluru,/static/images/pg-listings/48-pg048-elite-stay-pg-47.jpg,,https://www.google.com/maps/search/?api=1&query=Elite+Stay+PG+47+Yelahanka%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/48-pg048-elite-stay-pg-47.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG049,Comfort Stay PG 48,"Avalahalli, Bengaluru, Karnataka",Avalahalli,Anantapura Gate,1.7,0.2,Yelahanka Metro (Upcoming),4.7,8500,8500,Electricity + WiFi extra,Single,Fully Furnished,Attached,Yes,No,Yes,Yes,No,4.5,Yes,3.9,3.6,3.9,Google Maps,https://maps.google.com/?q=Comfort+Stay+PG+48+Avalahalli+Yelahanka+Bengaluru,/static/images/pg-listings/49-pg049-comfort-stay-pg-48.jpg,,https://www.google.com/maps/search/?api=1&query=Comfort+Stay+PG+48+Avalahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/49-pg049-comfort-stay-pg-48.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG050,Sri Sai PG 49,"Chikka Bommasandra, Bengaluru, Karnataka",Chikka Bommasandra,Shriramanahalli Gate,5.7,0.8,Yelahanka Metro (Upcoming),6.8,9000,9000,Maintenance included,Triple,Semi Furnished,Attached,No,No,No,No,Yes,4.0,No,4.6,4.2,4.6,NoBroker,https://maps.google.com/?q=Sri+Sai+PG+49+Chikka+Bommasandra+Yelahanka+Bengaluru,/static/images/pg-listings/50-pg050-sri-sai-pg-49.jpg,,https://www.google.com/maps/search/?api=1&query=Sri+Sai+PG+49+Chikka+Bommasandra%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/50-pg050-sri-sai-pg-49.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG051,Annapurna PG 50,"Avalahalli, Bengaluru, Karnataka",Avalahalli,GKVK,4.3,0.5,Yelahanka Metro (Upcoming),8.2,7000,7000,Electricity extra,Dormitory,Fully Furnished,Shared,Yes,No,Yes,No,No,4.7,Yes,4.2,4.0,4.8,Google Maps,https://maps.google.com/?q=Annapurna+PG+50+Avalahalli+Yelahanka+Bengaluru,/static/images/pg-listings/51-pg051-annapurna-pg-50.jpg,,https://www.google.com/maps/search/?api=1&query=Annapurna+PG+50+Avalahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/51-pg051-annapurna-pg-50.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG052,SVR Luxury PG 51,"Yelahanka, Bengaluru, Karnataka",Yelahanka,GKVK,5.9,0.9,Yelahanka Metro (Upcoming),5.3,12000,12000,Electricity extra,Triple,Fully Furnished,Attached,No,Yes,Yes,No,No,3.9,Yes,4.8,4.3,3.9,MagicBricks,https://maps.google.com/?q=SVR+Luxury+PG+51+Yelahanka+Yelahanka+Bengaluru,/static/images/pg-listings/52-pg052-svr-luxury-pg-51.jpg,,https://www.google.com/maps/search/?api=1&query=SVR+Luxury+PG+51+Yelahanka%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/52-pg052-svr-luxury-pg-51.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG053,Vivek Hostel 52,"Yelahanka, Bengaluru, Karnataka",Yelahanka,Shriramanahalli Gate,4.6,0.4,Yelahanka Metro (Upcoming),9.8,12000,12000,Maintenance included,Triple,Semi Furnished,Attached,Yes,No,Yes,Yes,No,4.4,Yes,4.4,4.0,4.3,JustDial,https://maps.google.com/?q=Vivek+Hostel+52+Yelahanka+Yelahanka+Bengaluru,/static/images/pg-listings/53-pg053-vivek-hostel-52.jpg,,https://www.google.com/maps/search/?api=1&query=Vivek+Hostel+52+Yelahanka%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/53-pg053-vivek-hostel-52.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG054,Royal Residency PG 53,"Nagenahalli, Bengaluru, Karnataka",Nagenahalli,GKVK,1.6,0.1,Yelahanka Metro (Upcoming),7.7,12000,12000,Maintenance included,Triple,Semi Furnished,Attached,No,Yes,No,Yes,Yes,3.8,Yes,4.3,4.7,4.1,NoBroker,https://maps.google.com/?q=Royal+Residency+PG+53+Nagenahalli+Yelahanka+Bengaluru,/static/images/pg-listings/54-pg054-royal-residency-pg-53.jpg,,https://www.google.com/maps/search/?api=1&query=Royal+Residency+PG+53+Nagenahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/54-pg054-royal-residency-pg-53.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG055,Royal Residency PG 54,"Attur Layout, Bengaluru, Karnataka",Attur Layout,Aerodrum,5.3,0.2,Yelahanka Metro (Upcoming),7.1,10000,10000,Electricity + WiFi extra,Triple,Fully Furnished,Shared,No,No,No,Yes,Yes,4.6,No,4.0,3.7,3.9,JustDial,https://maps.google.com/?q=Royal+Residency+PG+54+Attur+Layout+Yelahanka+Bengaluru,/static/images/pg-listings/55-pg055-royal-residency-pg-54.jpg,,https://www.google.com/maps/search/?api=1&query=Royal+Residency+PG+54+Attur+Layout%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/55-pg055-royal-residency-pg-54.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG056,Comfort Stay PG 55,"Avalahalli, Bengaluru, Karnataka",Avalahalli,Singanayakanahalli,0.4,0.1,Yelahanka Metro (Upcoming),9.8,11000,11000,No additional charges,Triple,Semi Furnished,Attached,No,Yes,Yes,No,Yes,4.3,Yes,4.1,4.4,4.2,Google Maps,https://maps.google.com/?q=Comfort+Stay+PG+55+Avalahalli+Yelahanka+Bengaluru,/static/images/pg-listings/56-pg056-comfort-stay-pg-55.jpg,,https://www.google.com/maps/search/?api=1&query=Comfort+Stay+PG+55+Avalahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/56-pg056-comfort-stay-pg-55.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG057,Comfort Stay PG 56,"Nagenahalli, Bengaluru, Karnataka",Nagenahalli,Suradenapura Gate,4.4,0.6,Yelahanka Metro (Upcoming),9.9,9000,9000,Maintenance included,Triple,Semi Furnished,Attached,Yes,No,Yes,Yes,Yes,4.3,Yes,4.2,4.4,4.3,MagicBricks,https://maps.google.com/?q=Comfort+Stay+PG+56+Nagenahalli+Yelahanka+Bengaluru,/static/images/pg-listings/57-pg057-comfort-stay-pg-56.jpg,,https://www.google.com/maps/search/?api=1&query=Comfort+Stay+PG+56+Nagenahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/57-pg057-comfort-stay-pg-56.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG058,Comfort Stay PG 57,"Attur Layout, Bengaluru, Karnataka",Attur Layout,Yelahanka Police Station,0.6,0.7,Yelahanka Metro (Upcoming),8.0,8000,8000,Maintenance included,Single,Semi Furnished,Shared,No,Yes,No,Yes,No,4.6,No,4.4,4.7,4.5,JustDial,https://maps.google.com/?q=Comfort+Stay+PG+57+Attur+Layout+Yelahanka+Bengaluru,/static/images/pg-listings/58-pg058-comfort-stay-pg-57.jpg,,https://www.google.com/maps/search/?api=1&query=Comfort+Stay+PG+57+Attur+Layout%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/58-pg058-comfort-stay-pg-57.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG059,Vivek Hostel 58,"Attur Layout, Bengaluru, Karnataka",Attur Layout,Nagenahalli Gate,6.0,0.2,Yelahanka Metro (Upcoming),9.7,9000,9000,Electricity + WiFi extra,Double,Fully Furnished,Attached,Yes,Yes,No,No,Yes,4.6,No,3.8,4.7,4.6,NoBroker,https://maps.google.com/?q=Vivek+Hostel+58+Attur+Layout+Yelahanka+Bengaluru,/static/images/pg-listings/59-pg059-vivek-hostel-58.jpg,,https://www.google.com/maps/search/?api=1&query=Vivek+Hostel+58+Attur+Layout%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/59-pg059-vivek-hostel-58.jpg,Openverse/flickr,"""My hostel room"" by André de la Gare is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",https://www.flickr.com/photos/22207976@N04/54548742258
PG060,Vivek Hostel 59,"Avalahalli, Bengaluru, Karnataka",Avalahalli,Nagenahalli Gate,2.8,0.9,Yelahanka Metro (Upcoming),8.4,10000,10000,Electricity + WiFi extra,Single,Semi Furnished,Attached,Yes,Yes,Yes,No,Yes,4.1,Yes,4.5,3.8,4.4,NoBroker,https://maps.google.com/?q=Vivek+Hostel+59+Avalahalli+Yelahanka+Bengaluru,/static/images/pg-listings/60-pg060-vivek-hostel-59.jpg,,https://www.google.com/maps/search/?api=1&query=Vivek+Hostel+59+Avalahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/60-pg060-vivek-hostel-59.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG061,Royal Residency PG 60,"Rajanukunte, Bengaluru, Karnataka",Rajanukunte,Singanayakanahalli,5.7,0.8,Yelahanka Metro (Upcoming),4.9,9000,9000,Maintenance included,Triple,Semi Furnished,Shared,Yes,No,Yes,No,No,4.3,No,4.0,4.4,4.2,JustDial,https://maps.google.com/?q=Royal+Residency+PG+60+Rajanukunte+Yelahanka+Bengaluru,/static/images/pg-listings/61-pg061-royal-residency-pg-60.jpg,,https://www.google.com/maps/search/?api=1&query=Royal+Residency+PG+60+Rajanukunte%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/61-pg061-royal-residency-pg-60.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG062,Green Nest PG 61,"Nagenahalli, Bengaluru, Karnataka",Nagenahalli,Aradeshanahalli,2.5,0.6,Yelahanka Metro (Upcoming),8.7,7000,7000,Electricity extra,Dormitory,Fully Furnished,Attached,Yes,Yes,No,Yes,Yes,4.2,No,4.8,3.5,4.9,JustDial,https://maps.google.com/?q=Green+Nest+PG+61+Nagenahalli+Yelahanka+Bengaluru,/static/images/pg-listings/62-pg062-green-nest-pg-61.jpg,,https://www.google.com/maps/search/?api=1&query=Green+Nest+PG+61+Nagenahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/62-pg062-green-nest-pg-61.jpg,Openverse/rawpixel,"This work is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.",https://www.rawpixel.com/image/6068670/free-public-domain-cc0-photo
PG063,Elite Stay PG 62,"Yelahanka, Bengaluru, Karnataka",Yelahanka,CRPF,6.1,0.3,Yelahanka Metro (Upcoming),7.9,8000,8000,No additional charges,Single,Semi Furnished,Attached,No,Yes,No,No,Yes,4.4,Yes,3.5,4.3,4.9,JustDial,https://maps.google.com/?q=Elite+Stay+PG+62+Yelahanka+Yelahanka+Bengaluru,/static/images/pg-listings/63-pg063-elite-stay-pg-62.jpg,,https://www.google.com/maps/search/?api=1&query=Elite+Stay+PG+62+Yelahanka%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/63-pg063-elite-stay-pg-62.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG064,Comfort Stay PG 63,"Bagalur Cross, Bengaluru, Karnataka",Bagalur Cross,Nagenahalli Gate,5.0,0.9,Yelahanka Metro (Upcoming),7.7,11000,11000,No additional charges,Dormitory,Fully Furnished,Shared,Yes,No,Yes,Yes,Yes,4.6,Yes,3.8,4.6,4.5,JustDial,https://maps.google.com/?q=Comfort+Stay+PG+63+Bagalur+Cross+Yelahanka+Bengaluru,/static/images/pg-listings/64-pg064-comfort-stay-pg-63.jpg,,https://www.google.com/maps/search/?api=1&query=Comfort+Stay+PG+63+Bagalur+Cross%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/64-pg064-comfort-stay-pg-63.jpg,Openverse/rawpixel,"This work is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.",https://www.rawpixel.com/image/6068670/free-public-domain-cc0-photo
PG065,Sri Sai PG 64,"Avalahalli, Bengaluru, Karnataka",Avalahalli,Anantapura Gate,3.5,0.5,Yelahanka Metro (Upcoming),8.8,10000,10000,Electricity + WiFi extra,Dormitory,Semi Furnished,Attached,No,No,Yes,Yes,No,4.8,No,4.2,4.4,4.7,Google Maps,https://maps.google.com/?q=Sri+Sai+PG+64+Avalahalli+Yelahanka+Bengaluru,/static/images/pg-listings/65-pg065-sri-sai-pg-64.jpg,,https://www.google.com/maps/search/?api=1&query=Sri+Sai+PG+64+Avalahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/65-pg065-sri-sai-pg-64.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG066,SVR Luxury PG 65,"Attur Layout, Bengaluru, Karnataka",Attur Layout,Avalahalli,6.0,0.1,Yelahanka Metro (Upcoming),9.9,8000,8000,No additional charges,Double,Semi Furnished,Attached,No,No,No,Yes,Yes,4.2,Yes,4.4,3.9,4.4,NoBroker,https://maps.google.com/?q=SVR+Luxury+PG+65+Attur+Layout+Yelahanka+Bengaluru,/static/images/pg-listings/pg_PG066.jpg,,https://www.google.com/maps/search/?api=1&query=SVR+Luxury+PG+65+Attur+Layout%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/66-pg066-svr-luxury-pg-65.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG067,Vivek Hostel 66,"Bagalur Cross, Bengaluru, Karnataka",Bagalur Cross,Yelahanka NES Office,1.4,0.3,Yelahanka Metro (Upcoming),8.5,10000,10000,Maintenance included,Double,Semi Furnished,Shared,No,Yes,No,Yes,Yes,3.9,No,4.3,3.9,3.9,NoBroker,https://maps.google.com/?q=Vivek+Hostel+66+Bagalur+Cross+Yelahanka+Bengaluru,/static/images/pg-listings/67-pg067-vivek-hostel-66.jpg,,https://www.google.com/maps/search/?api=1&query=Vivek+Hostel+66+Bagalur+Cross%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/67-pg067-vivek-hostel-66.jpg,Openverse/flickr,"""The House at Winterbourne House and Garden - Nina's Room"" by ell brown is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",https://www.flickr.com/photos/39415781@N06/51206887084
PG068,Annapurna PG 67,"Nagenahalli, Bengaluru, Karnataka",Nagenahalli,Anantapura Gate,5.6,0.1,Yelahanka Metro (Upcoming),9.5,7000,7000,Electricity extra,Triple,Fully Furnished,Attached,Yes,No,Yes,No,No,4.9,No,3.6,3.9,4.9,MagicBricks,https://maps.google.com/?q=Annapurna+PG+67+Nagenahalli+Yelahanka+Bengaluru,/static/images/pg-listings/68-pg068-annapurna-pg-67.jpg,,https://www.google.com/maps/search/?api=1&query=Annapurna+PG+67+Nagenahalli%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/68-pg068-annapurna-pg-67.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
PG069,Royal Residency PG 68,"Chikka Bommasandra, Bengaluru, Karnataka",Chikka Bommasandra,Rajanukunte,3.1,0.2,Yelahanka Metro (Upcoming),5.3,12000,12000,Electricity + WiFi extra,Single,Fully Furnished,Attached,Yes,No,Yes,Yes,Yes,4.5,Yes,3.9,4.0,4.0,MagicBricks,https://maps.google.com/?q=Royal+Residency+PG+68+Chikka+Bommasandra+Yelahanka+Bengaluru,/static/images/pg-listings/69-pg069-royal-residency-pg-68.jpg,,https://www.google.com/maps/search/?api=1&query=Royal+Residency+PG+68+Chikka+Bommasandra%2C+Bengaluru%2C+Karnataka,/static/images/pg-listings/69-pg069-royal-residency-pg-68.jpg,LoremFlickr,Downloaded via LoremFlickr no-key image source,
