"pg_id","pg_name","full_address","locality","nearest_bus_stop","distance_to_bmsit_km","distance_to_bus_stop_km","nearest_metro","distance_to_metro_km","monthly_rent","security_deposit","additional_charges","room_type","furnishing_status","bathroom_type","wifi","food_included","ac","laundry","parking","locality_safety_rating","student_community_present","landlord_responsiveness_rating","food_rating","overall_student_rating","source","verification_link","local_image_path","google_place_id","google_maps_url","image_url","image_source","image_attribution"
"PG043","Elite Stay PG 42","Bagalur Cross, Bengaluru, Karnataka","Bagalur Cross","Singanayakanahalli","3.0","0.3","Yelahanka Metro (Upcoming)","7.1","8500","8500","Maintenance included","Double","Fully Furnished","Shared","Yes","Yes","Yes","Yes","Yes","4.1","No","4.2","3.5","3.9","Google Maps","https://maps.google.com/?q=Elite+Stay+PG+42+Bagalur+Cross+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=Elite%20Stay%20PG%2042%20Bagalur%20Cross%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG044","Sri Sai PG 43","Bagalur Cross, Bengaluru, Karnataka","Bagalur Cross","CRPF","4.1","0.2","Yelahanka Metro (Upcoming)","8.3","9000","9000","Electricity + WiFi extra","Double","Fully Furnished","Shared","Yes","No","Yes","Yes","No","4.0","No","4.7","3.7","4.4","NoBroker","https://maps.google.com/?q=Sri+Sai+PG+43+Bagalur+Cross+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=Sri%20Sai%20PG%2043%20Bagalur%20Cross%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG045","Lakshmi Residency PG 44","Avalahalli, Bengaluru, Karnataka","Avalahalli","GKVK","6.2","0.7","Yelahanka Metro (Upcoming)","9.0","7500","7500","Electricity extra","Single","Semi Furnished","Shared","No","Yes","No","Yes","No","3.9","Yes","4.6","4.7","4.2","JustDial","https://maps.google.com/?q=Lakshmi+Residency+PG+44+Avalahalli+Yelahanka+Bengaluru","/static/images/single.png","","https://www.google.com/maps/search/?api=1&query=Lakshmi%20Residency%20PG%2044%20Avalahalli%2C%20Bengaluru%2C%20Karnataka","/static/images/single.png","Local fallback",""
"PG046","Vivek Hostel 45","Yelahanka, Bengaluru, Karnataka","Yelahanka","Yelahanka NES Office","1.9","0.3","Yelahanka Metro (Upcoming)","8.9","8500","8500","Electricity + WiFi extra","Dormitory","Semi Furnished","Shared","Yes","Yes","Yes","Yes","No","4.2","No","4.2","4.2","4.3","Google Maps","https://maps.google.com/?q=Vivek+Hostel+45+Yelahanka+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=Vivek%20Hostel%2045%20Yelahanka%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG047","SVR Luxury PG 46","Bagalur Cross, Bengaluru, Karnataka","Bagalur Cross","Aerodrum","0.3","0.7","Yelahanka Metro (Upcoming)","7.2","11000","11000","No additional charges","Dormitory","Fully Furnished","Shared","No","Yes","No","Yes","No","4.1","No","4.8","4.3","4.0","JustDial","https://maps.google.com/?q=SVR+Luxury+PG+46+Bagalur+Cross+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=SVR%20Luxury%20PG%2046%20Bagalur%20Cross%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG048","Elite Stay PG 47","Yelahanka, Bengaluru, Karnataka","Yelahanka","Avalahalli","4.8","0.5","Yelahanka Metro (Upcoming)","9.0","7500","7500","Maintenance included","Single","Fully Furnished","Shared","Yes","No","Yes","Yes","No","4.4","Yes","4.3","4.4","4.7","NoBroker","https://maps.google.com/?q=Elite+Stay+PG+47+Yelahanka+Yelahanka+Bengaluru","/static/images/single.png","","https://www.google.com/maps/search/?api=1&query=Elite%20Stay%20PG%2047%20Yelahanka%2C%20Bengaluru%2C%20Karnataka","/static/images/single.png","Local fallback",""
"PG049","Comfort Stay PG 48","Avalahalli, Bengaluru, Karnataka","Avalahalli","Anantapura Gate","1.7","0.2","Yelahanka Metro (Upcoming)","4.7","8500","8500","Electricity + WiFi extra","Single","Fully Furnished","Attached","Yes","No","Yes","Yes","No","4.5","Yes","3.9","3.6","3.9","Google Maps","https://maps.google.com/?q=Comfort+Stay+PG+48+Avalahalli+Yelahanka+Bengaluru","/static/images/single.png","","https://www.google.com/maps/search/?api=1&query=Comfort%20Stay%20PG%2048%20Avalahalli%2C%20Bengaluru%2C%20Karnataka","/static/images/single.png","Local fallback",""
"PG050","Sri Sai PG 49","Chikka Bommasandra, Bengaluru, Karnataka","Chikka Bommasandra","Shriramanahalli Gate","5.7","0.8","Yelahanka Metro (Upcoming)","6.8","9000","9000","Maintenance included","Triple","Semi Furnished","Attached","No","No","No","No","Yes","4.0","No","4.6","4.2","4.6","NoBroker","https://maps.google.com/?q=Sri+Sai+PG+49+Chikka+Bommasandra+Yelahanka+Bengaluru","/static/images/triple.png","","https://www.google.com/maps/search/?api=1&query=Sri%20Sai%20PG%2049%20Chikka%20Bommasandra%2C%20Bengaluru%2C%20Karnataka","/static/images/triple.png","Local fallback",""
"PG051","Annapurna PG 50","Avalahalli, Bengaluru, Karnataka","Avalahalli","GKVK","4.3","0.5","Yelahanka Metro (Upcoming)","8.2","7000","7000","Electricity extra","Dormitory","Fully Furnished","Shared","Yes","No","Yes","No","No","4.7","Yes","4.2","4.0","4.8","Google Maps","https://maps.google.com/?q=Annapurna+PG+50+Avalahalli+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=Annapurna%20PG%2050%20Avalahalli%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG052","SVR Luxury PG 51","Yelahanka, Bengaluru, Karnataka","Yelahanka","GKVK","5.9","0.9","Yelahanka Metro (Upcoming)","5.3","12000","12000","Electricity extra","Triple","Fully Furnished","Attached","No","Yes","Yes","No","No","3.9","Yes","4.8","4.3","3.9","MagicBricks","https://maps.google.com/?q=SVR+Luxury+PG+51+Yelahanka+Yelahanka+Bengaluru","/static/images/triple.png","","https://www.google.com/maps/search/?api=1&query=SVR%20Luxury%20PG%2051%20Yelahanka%2C%20Bengaluru%2C%20Karnataka","/static/images/triple.png","Local fallback",""
"PG053","Vivek Hostel 52","Yelahanka, Bengaluru, Karnataka","Yelahanka","Shriramanahalli Gate","4.6","0.4","Yelahanka Metro (Upcoming)","9.8","12000","12000","Maintenance included","Triple","Semi Furnished","Attached","Yes","No","Yes","Yes","No","4.4","Yes","4.4","4.0","4.3","JustDial","https://maps.google.com/?q=Vivek+Hostel+52+Yelahanka+Yelahanka+Bengaluru","/static/images/triple.png","","https://www.google.com/maps/search/?api=1&query=Vivek%20Hostel%2052%20Yelahanka%2C%20Bengaluru%2C%20Karnataka","/static/images/triple.png","Local fallback",""
"PG054","Royal Residency PG 53","Nagenahalli, Bengaluru, Karnataka","Nagenahalli","GKVK","1.6","0.1","Yelahanka Metro (Upcoming)","7.7","12000","12000","Maintenance included","Triple","Semi Furnished","Attached","No","Yes","No","Yes","Yes","3.8","Yes","4.3","4.7","4.1","NoBroker","https://maps.google.com/?q=Royal+Residency+PG+53+Nagenahalli+Yelahanka+Bengaluru","/static/images/triple.png","","https://www.google.com/maps/search/?api=1&query=Royal%20Residency%20PG%2053%20Nagenahalli%2C%20Bengaluru%2C%20Karnataka","/static/images/triple.png","Local fallback",""
"PG055","Royal Residency PG 54","Attur Layout, Bengaluru, Karnataka","Attur Layout","Aerodrum","5.3","0.2","Yelahanka Metro (Upcoming)","7.1","10000","10000","Electricity + WiFi extra","Triple","Fully Furnished","Shared","No","No","No","Yes","Yes","4.6","No","4.0","3.7","3.9","JustDial","https://maps.google.com/?q=Royal+Residency+PG+54+Attur+Layout+Yelahanka+Bengaluru","/static/images/triple.png","","https://www.google.com/maps/search/?api=1&query=Royal%20Residency%20PG%2054%20Attur%20Layout%2C%20Bengaluru%2C%20Karnataka","/static/images/triple.png","Local fallback",""
"PG056","Comfort Stay PG 55","Avalahalli, Bengaluru, Karnataka","Avalahalli","Singanayakanahalli","0.4","0.1","Yelahanka Metro (Upcoming)","9.8","11000","11000","No additional charges","Triple","Semi Furnished","Attached","No","Yes","Yes","No","Yes","4.3","Yes","4.1","4.4","4.2","Google Maps","https://maps.google.com/?q=Comfort+Stay+PG+55+Avalahalli+Yelahanka+Bengaluru","/static/images/triple.png","","https://www.google.com/maps/search/?api=1&query=Comfort%20Stay%20PG%2055%20Avalahalli%2C%20Bengaluru%2C%20Karnataka","/static/images/triple.png","Local fallback",""
"PG057","Comfort Stay PG 56","Nagenahalli, Bengaluru, Karnataka","Nagenahalli","Suradenapura Gate","4.4","0.6","Yelahanka Metro (Upcoming)","9.9","9000","9000","Maintenance included","Triple","Semi Furnished","Attached","Yes","No","Yes","Yes","Yes","4.3","Yes","4.2","4.4","4.3","MagicBricks","https://maps.google.com/?q=Comfort+Stay+PG+56+Nagenahalli+Yelahanka+Bengaluru","/static/images/triple.png","","https://www.google.com/maps/search/?api=1&query=Comfort%20Stay%20PG%2056%20Nagenahalli%2C%20Bengaluru%2C%20Karnataka","/static/images/triple.png","Local fallback",""
"PG058","Comfort Stay PG 57","Attur Layout, Bengaluru, Karnataka","Attur Layout","Yelahanka Police Station","0.6","0.7","Yelahanka Metro (Upcoming)","8.0","8000","8000","Maintenance included","Single","Semi Furnished","Shared","No","Yes","No","Yes","No","4.6","No","4.4","4.7","4.5","JustDial","https://maps.google.com/?q=Comfort+Stay+PG+57+Attur+Layout+Yelahanka+Bengaluru","/static/images/single.png","","https://www.google.com/maps/search/?api=1&query=Comfort%20Stay%20PG%2057%20Attur%20Layout%2C%20Bengaluru%2C%20Karnataka","/static/images/single.png","Local fallback",""
"PG059","Vivek Hostel 58","Attur Layout, Bengaluru, Karnataka","Attur Layout","Nagenahalli Gate","6.0","0.2","Yelahanka Metro (Upcoming)","9.7","9000","9000","Electricity + WiFi extra","Double","Fully Furnished","Attached","Yes","Yes","No","No","Yes","4.6","No","3.8","4.7","4.6","NoBroker","https://maps.google.com/?q=Vivek+Hostel+58+Attur+Layout+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=Vivek%20Hostel%2058%20Attur%20Layout%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG060","Vivek Hostel 59","Avalahalli, Bengaluru, Karnataka","Avalahalli","Nagenahalli Gate","2.8","0.9","Yelahanka Metro (Upcoming)","8.4","10000","10000","Electricity + WiFi extra","Single","Semi Furnished","Attached","Yes","Yes","Yes","No","Yes","4.1","Yes","4.5","3.8","4.4","NoBroker","https://maps.google.com/?q=Vivek+Hostel+59+Avalahalli+Yelahanka+Bengaluru","/static/images/single.png","","https://www.google.com/maps/search/?api=1&query=Vivek%20Hostel%2059%20Avalahalli%2C%20Bengaluru%2C%20Karnataka","/static/images/single.png","Local fallback",""
"PG061","Royal Residency PG 60","Rajanukunte, Bengaluru, Karnataka","Rajanukunte","Singanayakanahalli","5.7","0.8","Yelahanka Metro (Upcoming)","4.9","9000","9000","Maintenance included","Triple","Semi Furnished","Shared","Yes","No","Yes","No","No","4.3","No","4.0","4.4","4.2","JustDial","https://maps.google.com/?q=Royal+Residency+PG+60+Rajanukunte+Yelahanka+Bengaluru","/static/images/triple.png","","https://www.google.com/maps/search/?api=1&query=Royal%20Residency%20PG%2060%20Rajanukunte%2C%20Bengaluru%2C%20Karnataka","/static/images/triple.png","Local fallback",""
"PG062","Green Nest PG 61","Nagenahalli, Bengaluru, Karnataka","Nagenahalli","Aradeshanahalli","2.5","0.6","Yelahanka Metro (Upcoming)","8.7","7000","7000","Electricity extra","Dormitory","Fully Furnished","Attached","Yes","Yes","No","Yes","Yes","4.2","No","4.8","3.5","4.9","JustDial","https://maps.google.com/?q=Green+Nest+PG+61+Nagenahalli+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=Green%20Nest%20PG%2061%20Nagenahalli%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG063","Elite Stay PG 62","Yelahanka, Bengaluru, Karnataka","Yelahanka","CRPF","6.1","0.3","Yelahanka Metro (Upcoming)","7.9","8000","8000","No additional charges","Single","Semi Furnished","Attached","No","Yes","No","No","Yes","4.4","Yes","3.5","4.3","4.9","JustDial","https://maps.google.com/?q=Elite+Stay+PG+62+Yelahanka+Yelahanka+Bengaluru","/static/images/single.png","","https://www.google.com/maps/search/?api=1&query=Elite%20Stay%20PG%2062%20Yelahanka%2C%20Bengaluru%2C%20Karnataka","/static/images/single.png","Local fallback",""
"PG064","Comfort Stay PG 63","Bagalur Cross, Bengaluru, Karnataka","Bagalur Cross","Nagenahalli Gate","5.0","0.9","Yelahanka Metro (Upcoming)","7.7","11000","11000","No additional charges","Dormitory","Fully Furnished","Shared","Yes","No","Yes","Yes","Yes","4.6","Yes","3.8","4.6","4.5","JustDial","https://maps.google.com/?q=Comfort+Stay+PG+63+Bagalur+Cross+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=Comfort%20Stay%20PG%2063%20Bagalur%20Cross%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG065","Sri Sai PG 64","Avalahalli, Bengaluru, Karnataka","Avalahalli","Anantapura Gate","3.5","0.5","Yelahanka Metro (Upcoming)","8.8","10000","10000","Electricity + WiFi extra","Dormitory","Semi Furnished","Attached","No","No","Yes","Yes","No","4.8","No","4.2","4.4","4.7","Google Maps","https://maps.google.com/?q=Sri+Sai+PG+64+Avalahalli+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=Sri%20Sai%20PG%2064%20Avalahalli%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG066","SVR Luxury PG 65","Attur Layout, Bengaluru, Karnataka","Attur Layout","Avalahalli","6.0","0.1","Yelahanka Metro (Upcoming)","9.9","8000","8000","No additional charges","Double","Semi Furnished","Attached","No","No","No","Yes","Yes","4.2","Yes","4.4","3.9","4.4","NoBroker","https://maps.google.com/?q=SVR+Luxury+PG+65+Attur+Layout+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=SVR%20Luxury%20PG%2065%20Attur%20Layout%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG067","Vivek Hostel 66","Bagalur Cross, Bengaluru, Karnataka","Bagalur Cross","Yelahanka NES Office","1.4","0.3","Yelahanka Metro (Upcoming)","8.5","10000","10000","Maintenance included","Double","Semi Furnished","Shared","No","Yes","No","Yes","Yes","3.9","No","4.3","3.9","3.9","NoBroker","https://maps.google.com/?q=Vivek+Hostel+66+Bagalur+Cross+Yelahanka+Bengaluru","/static/images/double.png","","https://www.google.com/maps/search/?api=1&query=Vivek%20Hostel%2066%20Bagalur%20Cross%2C%20Bengaluru%2C%20Karnataka","/static/images/double.png","Local fallback",""
"PG068","Annapurna PG 67","Nagenahalli, Bengaluru, Karnataka","Nagenahalli","Anantapura Gate","5.6","0.1","Yelahanka Metro (Upcoming)","9.5","7000","7000","Electricity extra","Triple","Fully Furnished","Attached","Yes","No","Yes","No","No","4.9","No","3.6","3.9","4.9","MagicBricks","https://maps.google.com/?q=Annapurna+PG+67+Nagenahalli+Yelahanka+Bengaluru","/static/images/triple.png","","https://www.google.com/maps/search/?api=1&query=Annapurna%20PG%2067%20Nagenahalli%2C%20Bengaluru%2C%20Karnataka","/static/images/triple.png","Local fallback",""
"PG069","Royal Residency PG 68","Chikka Bommasandra, Bengaluru, Karnataka","Chikka Bommasandra","Rajanukunte","3.1","0.2","Yelahanka Metro (Upcoming)","5.3","12000","12000","Electricity + WiFi extra","Single","Fully Furnished","Attached","Yes","No","Yes","Yes","Yes","4.5","Yes","3.9","4.0","4.0","MagicBricks","https://maps.google.com/?q=Royal+Residency+PG+68+Chikka+Bommasandra+Yelahanka+Bengaluru","/static/images/single.png","","https://www.google.com/maps/search/?api=1&query=Royal%20Residency%20PG%2068%20Chikka%20Bommasandra%2C%20Bengaluru%2C%20Karnataka","/static/images/single.png","Local fallback",""
"PG070","Elite Stay PG 69","Rajanukunte, Bengaluru, Karnataka","Rajanukunte","Honnenahalli","0.6","0.4","Yelahanka Metro (Upcoming)","8.1","12000","12000","No additional charges","Single","Semi Furnished","Attached","Yes","Yes","No","No","Yes","4.7","Yes","3.6","3.9","4.3","MagicBricks","https://maps.google.com/?q=Elite+Stay+PG+69+Rajanukunte+Yelahanka+Bengaluru","/static/images/single.png","","https://www.google.com/maps/search/?api=1&query=Elite%20Stay%20PG%2069%20Rajanukunte%2C%20Bengaluru%2C%20Karnataka","/static/images/single.png","Local fallback",""
